fADATime,fADCTime,fADADecision,fADCDecision,fV0ATime,fV0CTime,fV0ADecision,fV0CDecision,Multiplicity V0,Multiplicity AD,Time V0,Time AD
56.677673,65.11349,1,1,10.838947,2.6082807,1,1,413.3051025867462,6083.655197143555,6.060882639139891,50.21772146224976
56.061707,65.03044,1,1,10.633204,2.8026855,1,1,219.92329490184784,3601.253360748291,6.307431232184172,56.45760679244995
55.9578,65.107445,1,1,8.94819,2.6846406,1,1,385.18429470062256,6360.814361572266,5.508308744698297,60.54707884788513
56.597164,64.934525,1,1,11.114406,2.8946664,1,1,182.55066287517548,3408.965347290039,6.644161583855748,60.77295899391174
56.308247,65.40242,1,1,8.348508,2.59001,1,1,641.623384475708,9821.972305297852,5.6210619527846575,56.80138969421387
56.430096,64.900055,1,1,7.9118185,2.245849,1,1,482.3559575080872,6918.471664428711,5.418408969417214,60.6852068901062
56.4024,65.24029,1,1,10.615626,2.8598843,1,1,400.1716966629028,6030.411270141602,6.237162303179503,53.81740140914917
57.24599,65.29624,1,1,12.13007,3.7199438,1,1,95.12963676452635,1544.8828468322754,7.857091709971428,61.25559568405152
56.25972,64.64192,1,1,11.245157,2.7708833,1,1,150.33908891677856,2844.155792236328,6.456055257469416,60.45310354232788
56.62663,65.08342,1,1,11.833803,3.9469202,1,1,13.2533947378397,333.1539688110352,7.162582371383905,60.89113640785217
56.51334,65.50886,1,1,11.347347,3.3757703,1,1,195.1972634792328,3556.600898742676,7.093501217663288,60.96377491950989
56.536667,64.743004,1,1,11.785396,3.0046334,1,1,97.15057063102722,1787.942491531372,7.102540768682957,60.641963720321655
56.88928,65.12537,1,1,11.761916,3.3166046,1,1,124.59826931357384,2165.167291641236,7.251416832208633,60.9982385635376
56.758766,65.3403,1,1,11.537247,3.6181803,1,1,112.7707488834858,2238.946674346924,7.258985459804535,61.02072143554688
56.042805,65.31873,1,1,8.318182,2.4725137,1,1,520.1853625774384,8410.63249206543,5.298270182684064,56.62076377868652
56.05472,65.03837,1,1,7.9010353,2.3946447,1,1,515.2495617866516,7964.816864013672,5.249721575528383,49.48877120018005
57.02654,65.01095,1,1,11.766836,3.118932,1,1,133.4057256579399,2012.3006629943848,7.062077922746539,60.9869441986084
56.779224,64.80002,1,1,11.792502,3.0899417,1,1,79.11944252252579,1054.0579013824463,7.287394963204861,60.74167990684509
57.680233,0.0,1,0,12.753165,3.832524,1,1,3.3462336994707584,84.83441889286041,4.153535146266222,28.778926849365234
56.413517,64.81851,1,1,8.481015,2.1958544,1,1,481.9767415523529,7262.024047851562,5.633896060287952,49.54942727088928
56.41948,64.89335,1,1,9.569301,2.2527409,1,1,588.1764874458313,8728.544845581055,5.113439144566655,42.41953873634338
56.73438,64.945885,1,1,11.826732,3.692418,1,1,6.496611580252647,111.30047059059144,5.643823582679033,60.91356539726257
56.467987,64.82263,1,1,9.644756,2.1221018,1,1,559.800187587738,8848.103973388672,5.545169124379754,56.605759382247925
56.81899,65.37305,1,1,8.314139,2.7180185,1,1,523.121919631958,8678.613830566406,5.903116753324866,61.102832317352295
56.568474,65.12188,1,1,11.550913,3.1856968,1,1,127.62906694412231,2002.500862121582,7.0733457878232,60.85482120513916
56.582603,64.56957,1,1,11.474223,2.8749456,1,1,101.87550321221352,2276.7615509033203,6.77214876934886,60.47259378433228
0.0,0.0,0,0,0.0,0.0,0,0,0.141785129904747,1.707374557852745,0.0,0.0
56.72429,65.87824,1,1,11.9555645,4.1616106,1,1,79.16296276450157,1400.43035697937,7.69956186786294,61.286195039749146
56.435963,65.23272,1,1,11.574764,3.7978723,1,1,27.206674367189407,645.7652196884155,7.506126560270786,60.83771276473999
56.98877,65.94393,1,1,12.376686,3.536337,1,1,0.6785115720704198,30.82577019929886,0.846247062087059,45.428587675094604
